"athlete_id","athlete_season_id","athlete_cluster","age","sex","athlete_level","event_distance_m","time_min","time_s","race_type"
"b5bd9ef3f0350cd2fd68eb34ed8f6d1c","aff60e78a6562d44e832ff9f05e8051b","6816f9587c84db1d33d040d524aaa64b",20,"male","college",3000,9.6431014235445,578.58608541267,"indoor_track"
"cd4b14da448d2fc9472a4b981b46b45a","7fad8f115eb583f76bf4a837942cefd0","e7ac95d8bff96f174c01355e506e3f65",19,"male","college",1609.344,4.71950536565762,283.170321939457,"indoor_track"
"60ecd96973e6d5c256efd8f728a7bee3","efae1d4bc1b00602199a52421d5b5970","558f307a8e658aa40728ac02986b37fe",21,"male","college",3000,8.98979749359284,539.38784961557,"indoor_track"
"54b0356d6d213370e2353b4530230e75","32ca59ad8bf16671f361c1e1eb1c00ee","6816f9587c84db1d33d040d524aaa64b",19,"female","college",3000,11.6071480273784,696.428881642707,"indoor_track"
"eaf3ce439719aac713c3da9c592e87cf","b74a790ebc828c10f634c57ff14773bb","745701bec8c727608b22a2a9fc47f5f0",18,"male","high_school",800,2.04753676909488,122.852206145693,"outdoor_track"
"aff631ebae3d72c11be443a54d9ee3b5","ebc350516ff1c275df845065f0658304","d030f2942f231eaf06d63beca1d9d84c",20,"female","college",3000,11.6189502223491,697.137013340946,"indoor_track"
"e1c1320d06a68f2cffbe553748140289","9e59da926a0a617ab511135c6bd94e99","63be16e717f4a9cd901700c2bc49578f",20,"female","college",3000,12.7055158070816,762.330948424898,"indoor_track"
"d434367760826dc9545e01c961996068","3d2af4bcddb61376f4e543ea9d0774cc","d030f2942f231eaf06d63beca1d9d84c",19,"male","college",1500,4.24272414442928,254.563448665757,"indoor_track"
"0f71bbf2b8f8dfceb18688b56ef808a5","ef42f1df47c9c1780fb7a87778137bdb","85f09f2bf8f33b6305fe75a31080c492",42,"male","adult_bth",6000,19.1488602896935,1148.93161738161,"road"
"89832d41616058f465f8e53ece8dd376","cb6cf847edbe33ee3687d25821fb2e94","adb50b4d0a763cf847e73e4773192033",16,"female","high_school",1600,5.43804497556668,326.282698534001,"outdoor_track"
"82d5a664648c9b6453b05811307a5482","205878deb2a90ebe93b4f123d5255e1f","fde108dd717fdac58e8d52b1d07eabd3",17,"male","high_school",1600,4.50019198297088,270.011518978253,"outdoor_track"
"d2515a0a278b5de13a61166c718f6b46","5215446e060aa71eddbf75291fda6891","6d4f991bcef33ce922647495af1b7581",19,"female","college",800,2.74368395096529,164.621037057918,"indoor_track"
"197e8fd4d9db7a8120059c672c8b1f48","5fcc30694c5aaa3536da54c0f8adcf19","44b588a5360680f751e9175db7f9256a",21,"male","college",3000,8.9603435281065,537.62061168639,"indoor_track"
"c15558033a8120aba0ae7c8cc5c0f8eb","f39411fe3601188bafc9eec282b08442","9b3af11122fe2ef4a132e802167532c4",20,"male","college",1500,4.46654274628529,267.992564777117,"indoor_track"
"6e8c39d452cdfa6edb517b3b08bb32a9","0103197d91236a59626925ff8e610fd2","44b588a5360680f751e9175db7f9256a",21,"male","college",1500,4.15164258082273,249.098554849364,"outdoor_track"
"7e1b78ff232daad14938735e3eda0854","d7da013476e7ba5e07cd440cc1f10b53","85fbf64a7999b5287948e566f86dd581",19,"male","college",5000,16.8358192892469,1010.14915735481,"indoor_track"
"573fd8d201fc78cb7b46dd7c6af5ae72","ca13cea746164aef65c10083b001a71c","b91766e118b6302b8ab25ce8e847c941",18,"female","high_school",800,2.36960034612939,142.176020767763,"outdoor_track"
"c0bcffb5ca2a3b25343bc7c692a34e1b","7940e79c21bd6fe6907d9a9b77815535","949e63512a16c133d2c3fffbf3620d40",15,"female","high_school",3200,11.8240067357834,709.440404147003,"outdoor_track"
"2b62160b7ec0e33b69bc1c73ec9bf3db","b2350d54ce9ca21dedd80fee101a70d2","6816f9587c84db1d33d040d524aaa64b",21,"male","college",5000,15.5781252953618,934.687517721709,"outdoor_track"
"090d31219144fe9d44738bf8ba733a1a","cb267dd6019c6f5bfc577065b9f0fdf5","9b3af11122fe2ef4a132e802167532c4",19,"female","college",800,2.80250359002625,168.150215401575,"indoor_track"
"2e91325636b7f1ed19bfa6c45167190c","10a82805bfed899aee1ea72d50bfb7dc","9b3af11122fe2ef4a132e802167532c4",19,"male","college",800,2.02635255884131,121.581153530478,"outdoor_track"
"eaf3ce439719aac713c3da9c592e87cf","4fd80f81a787b02ff465c6215725d5be","9b3af11122fe2ef4a132e802167532c4",19,"male","college",1000,2.61349251244528,156.809550746717,"indoor_track"
"c5e7a75b4fad42da4bf49011e8b58c04","a6dfa6b2433cb294e07be8d908efdace","03d83c7d00f50bca20694e69cf5d5d41",69,"male","masters",3000,14.1597383886377,849.584303318262,"indoor_track"
"7e10390758b57425ec0344fdda864183","8e461eed082921df9d469f16ece04e3e","5a14d0c9fefcb3e7c4bc75a0dbacf29f",18,"male","high_school",1600,4.45608083308985,267.364849985391,"outdoor_track"
"8c107e1c23184dbefedb14f12e81fb8c","8313a191d2cb93e75a3d8ef6a39fc85d","7cba74dddf046e606d77de7e504dc06a",20,"male","college",3000,8.99049962397727,539.429977438636,"indoor_track"
"8349badce507cf602f79a777c6425d8e","1a5f902c70ab4cf81a4059d57842efec","44b588a5360680f751e9175db7f9256a",20,"male","college",1000,2.98689781812113,179.213869087268,"indoor_track"
"12c992b9847bacf2a77cd67e2e1d2f35","37ac716b6d5d2d73b0cc991e742dac61","63be16e717f4a9cd901700c2bc49578f",19,"male","college",5000,18.0278717609936,1081.67230565961,"indoor_track"
"700d06c8c81930dce01bf50ddba98de8","00c59d877e7df5b6601d5dfe1391aa22","54586d1f8460b600af42f76d5c0824a1",15,"female","high_school",3200,11.0355778922985,662.13467353791,"outdoor_track"
"60ecd96973e6d5c256efd8f728a7bee3","efae1d4bc1b00602199a52421d5b5970","558f307a8e658aa40728ac02986b37fe",21,"male","college",5000,16.0483127482201,962.898764893208,"indoor_track"
"a5e93e0f2fd502baef7508f74cfcf405","ec704372f88ec42a8c8f7002f6ab7e16","44b588a5360680f751e9175db7f9256a",19,"male","college",800,1.95675935672286,117.405561403371,"indoor_track"
"16f884add9f7ea2ffa40504210fb37ed","f8ce9ca06b551442d155b03447eb440c","558f307a8e658aa40728ac02986b37fe",20,"female","college",3000,12.1294866622708,727.769199736249,"indoor_track"
"526412018a334d0aa0574c30928873f3","93e3cf390b81c9ca99c25ca4379c7f5f","558f307a8e658aa40728ac02986b37fe",22,"male","college",3000,8.78456972024,527.0741832144,"indoor_track"
"b71b9ffbf02caceb26f23748da24cf6d","ad8a1d7a678db485aad7cdd892e7cc63","65bbd44b4cedb5bc6b9e68b6ce0a6efa",16,"female","high_school",800,2.3384686244453,140.308117466718,"outdoor_track"
"c04a68ffa507bcee6ff6b57972857b2d","685e3ec98818d8c54593beaf158b00c8","44b588a5360680f751e9175db7f9256a",20,"male","college",1500,3.95228000412198,237.136800247319,"outdoor_track"
"61763991b13e7f04392866c35c54068b","3abe994243552836b273a268857be7d3","44b588a5360680f751e9175db7f9256a",21,"female","college",3000,10.763381952829,645.802917169742,"indoor_track"
"d3db8230a4c55854c97e1619be595a59","ddf569e6613ce75345ebd8ea164da26d","9b3af11122fe2ef4a132e802167532c4",22,"male","college",1000,2.68952265496925,161.371359298155,"indoor_track"
"af2fc580ca545be139e46f643f38093c","3f2706ec1df7d7195c3c4a2b621738ba","9b3af11122fe2ef4a132e802167532c4",22,"male","college",800,2.13109460194875,127.865676116925,"outdoor_track"
"863ef5506086c0cfc5e1a17886e74a0f","c3c020e555e8d1c7fd0721561f9f690c","7a347ff659ce6f7aa67442219e13bcb6",18,"male","high_school",1600,4.59181634404821,275.508980642892,"outdoor_track"
"bc8f598f04e44834562ffc04a9893141","ebe2a63d56e9b3b783bd3312d488f9ea","173eb294b22b6f2173840ffa2d7c8d52",17,"female","high_school",3200,12.1006015783191,726.036094699148,"outdoor_track"
"ac311d5a38852f6a0767d7aba12eba43","8834c1ca3889ea77791a9ca9a284b41c","7cba74dddf046e606d77de7e504dc06a",22,"male","college",1609.344,4.65763321961804,279.457993177082,"indoor_track"
"9771cc73ab493ad588ff2fdd45d3967a","d0d1bcfc4a674685ddf946c5572b2f73","fde108dd717fdac58e8d52b1d07eabd3",16,"female","high_school",1600,5.50784456573923,330.470673944354,"outdoor_track"
